Start Date (in UTC),Account Name,Currency,Campaign Group ID,Campaign Group Name,Campaign Group Status,Campaign Group Start Date,Campaign ID,Campaign Name,Campaign Objective,Campaign Type,Campaign Status,Cost Type,Daily Budget,Total Budget,Campaign Start Date,Campaign End Date,Creative Name,Ad ID,Creative Status,Ad Introduction Text,Ad Headline,Ad Line,Click URL,Sponsored Update Type,DSC Name,Video Length (in Seconds),Total Spent,Impressions,Clicks,Click Through Rate,Average CPM,Average CPC,Reactions,Comments,Shares,Follows,Other Clicks,Total Social Actions,Total Engagements,Engagement Rate,Viral Impressions,Viral Clicks,Viral Reactions,Viral Comments,Viral Shares,Viral Follows,Viral Other Clicks,Conversions,Post-Click Conversions,View-Through Conversions,Conversion Rate,Cost per Conversion,Total Conversion Value,Return on Ad Spend,Viral Conversions,Viral Post-Click Conversions,Viral View-Through Conversions,Leads,Lead Forms Opened,Lead Form Completion Rate,Cost per Lead,Video Plays,Video Views,Video View Rate,Video Views at 25%,Video Views at 50%,Video Views at 75%,Video Completions,Video Completion Rate,Full Screen Plays,eCPV,Viral Video Plays,Viral Video Views,Viral Video Views at 25%,Viral Video Views at 50%,Viral Video Views at 75%,Viral Video Completions,Viral Video Completion Rate,Viral Video Full Screen Plays,Reach,Average Frequency,"Cost per 1,000 People Reached",Event Registrations,Click Event Registrations,View Event Registrations,Viral Event Registrations,Viral Click Event Registrations,Viral View Event Registrations,Clicks to Landing Page,Clicks to LinkedIn Page,Leads (Work Email),Lead Form Completion Rate (Work Email),Cost Per Lead (Work Email),Campaign Group End Date,Campaign Group Total Budget
11/22/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,74.06,1984,13,0.655%,37.33,5.7,0,0,0,0,0,0,13,0.655%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,13,0,0,0%,0.0,,
11/23/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,47.81,3032,10,0.33%,15.77,4.78,0,0,0,0,0,0,10,0.33%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,10,0,0,0%,0.0,,
11/24/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,32.06,1447,5,0.346%,22.16,6.41,0,0,0,0,0,0,5,0.346%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5,0,0,0%,0.0,,
11/25/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,34.8,2549,7,0.275%,13.65,4.97,0,0,0,0,0,0,7,0.275%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,7,0,0,0%,0.0,,
11/26/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,34.83,874,5,0.572%,39.85,6.97,0,0,0,0,0,0,5,0.572%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5,0,0,0%,0.0,,
11/27/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,36.47,3180,8,0.252%,11.47,4.56,0,0,0,0,0,0,8,0.252%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,8,0,0,0%,0.0,,
11/28/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558093,HC - Website Visit Campaign,Website visits,Sponsored Update,Completed,CPC,,"12,650.00",7/27/2023,11/30/2023,HC-LGFRetarget_IMG1.1,294625283,Active,Ease margin pressure without running yet another clinical cost-cutting exercise or permanent headcount reduction. Here’s how.,,,,DSC,HC-LGFRetarget_IMG1.1,,39.55,1767,8,0.453%,22.38,4.94,0,0,0,0,0,0,8,0.453%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,8,0,0,0%,0.0,,
10/10/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",7/27/2023,11/30/2023,MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,10.87,8,4,50%,"1,359.02",2.72,0,0,0,0,0,0,4,50%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,0,0%,0.0,,
10/11/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",7/27/2023,11/30/2023,MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,47.25,291,14,4.811%,162.36,3.37,0,0,0,0,0,0,14,4.811%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,14,0,0,0%,0.0,,
10/12/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",7/27/2023,11/30/2023,MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,64.98,1355,15,1.107%,47.96,4.33,0,0,0,0,0,0,15,1.107%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,15,0,0,0%,0.0,,
10/13/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",7/27/2023,11/30/2023,MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,32.71,523,5,0.956%,62.55,6.54,0,0,0,0,0,0,5,0.956%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5,0,0,0%,0.0,,
10/14/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",7/27/2023,11/30/2023,MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,36.67,421,4,0.95%,87.11,9.17,0,0,0,0,0,0,4,0.95%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,0,0%,0.0,,
10/15/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",7/27/2023,11/30/2023,MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,32.53,707,3,0.424%,46.01,10.84,0,0,0,0,0,0,3,0.424%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,0,0,0%,0.0,,
10/16/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",7/27/2023,11/30/2023,MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,42.26,705,5,0.709%,59.94,8.45,0,0,0,0,0,0,5,0.709%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5,0,0,0%,0.0,,
10/17/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",7/27/2023,11/30/2023,MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,46.56,1250,7,0.56%,37.24,6.65,0,0,0,0,0,0,7,0.56%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,7,0,0,0%,0.0,,
10/18/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",7/27/2023,11/30/2023,MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,20.93,491,3,0.611%,42.63,6.98,0,0,0,0,0,0,3,0.611%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,0,0,0%,0.0,,
10/19/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",7/27/2023,11/30/2023,MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,45.53,653,7,1.072%,69.73,6.5,0,0,0,0,0,0,7,1.072%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,7,0,0,0%,0.0,,
10/20/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",7/27/2023,11/30/2023,MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,39.8,778,7,0.9%,51.16,5.69,0,0,0,0,0,0,7,0.9%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,7,0,0,0%,0.0,,
10/21/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",7/27/2023,11/30/2023,MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,51.8,634,4,0.631%,81.71,12.95,0,0,0,0,0,0,4,0.631%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,0,0%,0.0,,
10/22/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",7/27/2023,11/30/2023,MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,58.8,771,6,0.778%,76.26,9.8,0,0,0,0,0,0,6,0.778%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,6,0,0,0%,0.0,,
10/23/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",7/27/2023,11/30/2023,MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,30.04,622,4,0.643%,48.29,7.51,0,0,0,0,0,0,4,0.643%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,0,0%,0.0,,
10/24/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",7/27/2023,11/30/2023,MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,65.09,643,7,1.089%,101.23,9.3,0,0,0,0,0,0,7,1.089%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,7,0,0,0%,0.0,,
10/25/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",7/27/2023,11/30/2023,MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,49.21,895,5,0.559%,54.98,9.84,0,0,0,0,0,0,5,0.559%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5,0,0,0%,0.0,,
10/26/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",7/27/2023,11/30/2023,MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,29.78,563,5,0.888%,52.90,5.96,0,0,0,0,0,0,5,0.888%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5,0,0,0%,0.0,,
10/27/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",7/27/2023,11/30/2023,MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,34.1,860,4,0.465%,39.65,8.52,0,0,0,0,0,0,4,0.465%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,0,0%,0.0,,
10/28/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",7/27/2023,11/30/2023,MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,23.7,243,3,1.235%,97.53,7.9,0,0,0,0,0,0,3,1.235%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,0,0,0%,0.0,,
10/29/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",7/27/2023,11/30/2023,MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,10.01,108,1,0.926%,92.72,10.01,0,0,0,0,0,0,1,0.926%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0%,0.0,,
10/30/2023,LogicSource Ad Account,USD,662786893,2023-Website Visits Campaign,Active,7/27/2023,229558083,MI- Website Visits Campaign,Website visits,Sponsored Update,Completed,CPC,,"13,500.00",7/27/2023,11/30/2023,MI-CFOEG_IMG2.2,294642503,Active,What steps can you take to unlock savings and position yourself for future growth? Maybe it’s time to look at indirect spend.,Fuel Growth and Investment with Indirect Procurement,,https://logicsource.com/lp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2023-11-22_EB1&utm_content=MI-CFO-IMG2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=287572143&hsa_ad=343582203&hsa_net=linkedin&hsa_ver=3,DSC,MI-CFOEG_IMG2.2,,0.0,221,0,0%,0.00,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0.0,,
